ResponseId,ClimateLong,Post,Climate_headline,Climate_fraction_ai,Climate_fraction_ai_assisted,Climate_fraction_human,Post_headline,Post_fraction_ai,Post_fraction_ai_assisted,Post_fraction_human
R_2NwBX9LZFwjAenC,"The change in climate will impact the environment extremely, with plants and animals needing to addapt, migrate or die. This will have concequences for us as well as it could create a food and raw materials scarcity (e.g. bees dying). It will also impact many fungy and bacteria born diseases as they will adapt and change (addapting to higher temps and thus becoming a risk for humans, can addapt to temperatures equal to body temperature). Further more the increase of natural disasters will cause more damages and greatly affect us financially and environmentaly as well as the animals and plants (e..g. great fires destroying houses and forests, strong rainfall and floods doing the same, strong snow storms causing damage and poweroutages) and often affecing areas, that aren't used to this type of catastrophes and aren't prepared or equiped to handle them.","There is strength in numbers, so lets stand together and help eachother be better and behave more climate concious. We don't need to be perfect as long as we try our best and keep in mind that everyones best looks different.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2N8oxQ2rzfaNAdm,"The loss of living spaces of various populations, loss of livelihoods, loss of complex wildlife ecosystems.","I think an important factor in combatting climate change is understanding the mechanisms behind it. The huge amount of misinformation online and people who doubt the existence of it make it very easy to fall into the category of people who simply refute what is happening right in front of their eyes. In everyday life, it comes down to things like eating less meat, eating more sustainably, and keeping your carbon footprint to a realistic(!) minimum. Holding large corporations responsible for their actions, and criticizing all their wrongdoings is arguably more important.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2MSzWnikBCH8b8f,"Famines, Loss of inhabital space, Loss of biodiversity, Loss of cultivatable space","On a personal level, I think an effective way of slowing down climate change is reducing the amount of flights as well as reducing the amount of consumed meat. Additionally, talking and sharing your thoughts and experiences with the people in your environment and potentially pursueing them to change their habits too, scales the effect.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2ozfqP8SVpJ8siH,a major decline in the biodiversity and the collapse of human civilization,"Student communities should determine the correct approach to tackle the globally acknowledged climate change issue. Personal efforts, no matter how strict individuals can act, in my opinion, do not make any difference in the energy and resource consumption leading to the climate change. More important than personal efforts for consuming less and being environmentally conscious is to learn and educate others on the actions of governments and multinational technoscientific corporations, which cause nearly irreparable damage on the Earth.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8s52Cz6ITkm4SvE,glaciers melting and flooding,I've read online about polar bears being homeless after the icebergs melt. This makes me worry about the consequences of climate change. I don't want global warming to end up causing irreversible natural disasters. Hope the new energy source can replace coals in the near future.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2TtwNRT4J60Mb5L,long periods of drought followed by high amounts of rain. In general a higher frequency of extreme weather events. For europe specifically I would expect the drastic consequence of higher refugee streams.,"Students do not have many options to contribute to combating climate change. What all of us could do, is considering well how, if and where we want to go on holiday and where the food we consume comes from. In addition we can participate in political precesses, like elections and referenda, to speak our minds on the matter.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2Dq063FaZBctXO6,Climate increase of one degree,"Climate change is the big challenge of our time. It changes weather, raises sea levels, and threatens animals and plants. People cause climate change by cars, factories, and cutting down trees. This releases greenhouse gases. We must act now: use cars less, save energy, use renewable energy, and plant trees. Together, we can protect Earth and our future.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_8YuptyjsQ3g66gF,"Sea levels are rising, global temperatures are rising which change the seasons.","I've seen a video on YouTube from ""Kurzgesagt"", which basically debunked the fact that even if we were to live our lives as cautious about the environment as possible, the change would be insignificant. So I think climate change can only be solved with politicians and the big companies.
",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_7Dkgtpu2yQ20KX9,Water resource issue caused by global warming,"Climate change has become one of the most serious challenges around the world. It takes the effort of every individual to save our planet, as it is also a way to seek a better future and development for all of humankind.

As part of the city, we can also start making small changes in our daily live. For example, we can reduce the use of plastic by binging our own bags when going shopping. Taking public transportation or riding a bike instead of driving a car can also help reduce air pollution. At home, turning off lights when we do not need them and saving water whenever possible can make contribution to conserving resources. These kinds of thing may seem unimportant in our busy life, but when practiced by millions of people, they can make a great change in our climate. 

As members of the society, we have the responsibility and power to work together to create a sustainable environment.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_8HUTLzYY9vj9swp,Influence people's health,"There was a strange raining in my hometown in about 2021, the precipitation is huge and many people lost their lives. It is the first time I feel the impact of climate change since the rain is said to be once in more than a hundred year.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
